MUTCD Code,DESCRIPTION / DISPLAY NAME,SIZE,L,W,SQ. FT.,MANUFACTURING PROCESS,SIGN SHAPE,SIGN TYPE,SHEETING,ETC SKU FOR WEBSITE,ETC SKU,TYPE,VENDOR,U/M,Unnamed: 15,Unnamed: 16,Unnamed: 17,SHEETING ABBREVIATED,Image URL,Image Source
W24-1L&W24-1R,SINGLE LANE DOUBLE REVERSE CURVE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W2-5,Y SYMBOL SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W2-5,Y SYMBOL SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W2-5,Y SYMBOL SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W2-5,Y SYMBOL SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-5.jpg,ETC
W25-1,ONCOMING TRAFFIC HAS EXTENDED GREEN SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w25-1.svg,SVG
W25-101,INCIDENT AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-101.png,PA Highways
W25-101,INCIDENT AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-101.png,PA Highways
W25-102,TRUCK INSPECTION AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-102.png,PA Highways
W25-102,TRUCK INSPECTION AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-102.png,PA Highways
W2-5-1L,Y SYMBOL SECONDARY LEFT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-5-1l.png,PA Highways
W2-5-1L,Y SYMBOL SECONDARY LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-5-1l.png,PA Highways
W2-5-1L,Y SYMBOL SECONDARY LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-5-1l.png,PA Highways
W2-5-1R,Y SYMBOL SECONDARY RIGHT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-5-1r.png,PA Highways
W2-5-1R,Y SYMBOL SECONDARY RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-5-1r.png,PA Highways
W2-5-1R,Y SYMBOL SECONDARY RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-5-1r.png,PA Highways
W25-2,ONCOMING TRAFFIC MAY HAVE EXTENDED GREEN SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w25-2.svg,SVG
W25-3,BUS INSPECTION AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-3.png,PA Highways
W25-3,BUS INSPECTION AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-3.png,PA Highways
W25-4,EXIT GORE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,SQUARE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-4.png,PA Highways
W25-5,CONSTRUCTION ENTRANCE AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-5.png,PA Highways
W25-5,CONSTRUCTION ENTRANCE AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w25-5.png,PA Highways
W2-6,CIRCULAR INTERSECTION SIGN,"24""x24""",  24.00 ,  24.00 ,  4.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-6.jpg,ETC
W2-6,CIRCULAR INTERSECTION SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-6.jpg,ETC
W2-6,CIRCULAR INTERSECTION SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-6.jpg,ETC
W2-6,CIRCULAR INTERSECTION SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W2-6.jpg,ETC
W2-7L,OFFSET SIDE ROADS LEFT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w2-7l.svg,SVG
W2-7L,OFFSET SIDE ROADS LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w2-7l.svg,SVG
W2-7L,OFFSET SIDE ROADS LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w2-7l.svg,SVG
W2-7R,OFFSET SIDE ROADS RIGHT SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w2-7r.svg,SVG
W2-7R,OFFSET SIDE ROADS RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w2-7r.svg,SVG
W2-7R,OFFSET SIDE ROADS RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w2-7r.svg,SVG
W2-8,DOUBLE SIDE ROAD SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-8.png,PA Highways
W2-8,DOUBLE SIDE ROAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-8.png,PA Highways
W2-8,DOUBLE SIDE ROAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w2-8.png,PA Highways
W30-1-1,DISTANCE (500 FT) (panel) SIGN,"20""x6""",  20.00 ,  6.00 ,  0.83 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-1,DISTANCE (500 FT) (panel) SIGN,"30""x10""",  30.00 ,  10.00 ,  2.08 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-2,DISTANCE (1000 FT) (panel) SIGN,"20""x6""",  20.00 ,  6.00 ,  0.83 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-2,DISTANCE (1000 FT) (panel) SIGN,"30""x10""",  30.00 ,  10.00 ,  2.08 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-3,DISTANCE (1500 FT) (panel) SIGN,"20""x6""",  20.00 ,  6.00 ,  0.83 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-3,DISTANCE (1500 FT) (panel) SIGN,"30""x10""",  30.00 ,  10.00 ,  2.08 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-4,DISTANCE (1/2 MILE) (panel) SIGN,"20""x6""",  20.00 ,  6.00 ,  0.83 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-4,DISTANCE (1/2 MILE) (panel) SIGN,"30""x10""",  30.00 ,  10.00 ,  2.08 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-5,DISTANCE (1 MILE) (panel) SIGN,"20""x6""",  20.00 ,  6.00 ,  0.83 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-5,DISTANCE (1 MILE) (panel) SIGN,"30""x10""",  30.00 ,  10.00 ,  2.08 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-6,DISTANCE (AHEAD) (panel) SIGN,"20""x6""",  20.00 ,  6.00 ,  0.83 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W30-1-6,DISTANCE (AHEAD) (panel) SIGN,"30""x10""",  30.00 ,  10.00 ,  2.08 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W3-1,STOP AHEAD SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-1.jpg,ETC
W3-1,STOP AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-1.jpg,ETC
W3-1,STOP AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-1.jpg,ETC
W3-2,YIELD AHEAD SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-2.jpg,ETC
W3-2,YIELD AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-2.jpg,ETC
W3-2,YIELD AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-2.jpg,ETC
W3-3,SIGNAL AHEAD SIGN,"18""x18""",  18.00 ,  18.00 ,  2.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-3.jpg,ETC
W3-3,SIGNAL AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-3.jpg,ETC
W3-3,SIGNAL AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-3.jpg,ETC
W3-3-3,SIGNAL OUT OF SERVICE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w3-3-3.png,PA Highways
W3-3-3,SIGNAL OUT OF SERVICE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w3-3-3.png,PA Highways
W3-4,BE PREPARED TO STOP SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w3-4.svg,SVG
W3-4,BE PREPARED TO STOP SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w3-4.svg,SVG
W3-4A,POLICE CONTROL AHEAD SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w3-4a.png,PA Highways
W3-4A,POLICE CONTROL AHEAD SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w3-4a.png,PA Highways
W3-5,SPEED REDUCTION SIGN SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-5.jpg,ETC
W3-5,SPEED REDUCTION SIGN SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W3-5.jpg,ETC
W35-1,SAFETY CORRIDOR - FINES DOUBLED NEXT XX MILES SIGN,"120""x54""",  120.00 ,  54.00 ,  45.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w35-1.png,PA Highways
W35-1,SAFETY CORRIDOR - FINES DOUBLED NEXT XX MILES SIGN,"60""x36""",  60.00 ,  36.00 ,  15.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w35-1.png,PA Highways
W35-2,END FINES DOUBLED CORRIDOR SIGN,"108""x54""",  108.00 ,  54.00 ,  40.50 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w35-2.png,PA Highways
W35-2,END FINES DOUBLED CORRIDOR SIGN,"60""x36""",  60.00 ,  36.00 ,  15.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w35-2.png,PA Highways
W4-13,WEAVE AREA SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-13.png,PA Highways
W4-1L,MERGE LEFT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-1L.jpg,ETC
W4-1L,MERGE LEFT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-1L.jpg,ETC
W4-1R,MERGE RIGHT SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-1R.jpg,ETC
W4-1R,MERGE RIGHT SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-1R.jpg,ETC
W4-2L,PAVEMENT WIDTH TRANSITION - LEFT LANE ENDS SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-2L.jpg,ETC
W4-2L,PAVEMENT WIDTH TRANSITION - LEFT LANE ENDS SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-2L.jpg,ETC
W4-2R,PAVEMENT WIDTH TRANSITION - RIGHT LANE ENDS SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-2R.jpg,ETC
W4-2R,PAVEMENT WIDTH TRANSITION - RIGHT LANE ENDS SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-2R.jpg,ETC
W4-3L,LEFT ADDED LANE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-3L.jpg,ETC
W4-3R,RIGHT ADDED LANE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/W4-3R.jpg,ETC
W4-4APL,TRAFFIC FROM LEFT DOES NOT STOP PLAQUE SIGN,"30""x15""",  30.00 ,  15.00 ,  3.13 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-4apl.png,PA Highways
W4-4APL,TRAFFIC FROM LEFT DOES NOT STOP PLAQUE SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-4apl.png,PA Highways
W4-4APR,TRAFFIC FROM RIGHT DOES NOT STOP PLAQUE SIGN,"30""x15""",  30.00 ,  15.00 ,  3.13 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W4-4APR,TRAFFIC FROM RIGHT DOES NOT STOP PLAQUE SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W4-4BP,ONCOMING TRAFFIC DOES NOT STOP PLAQUE SIGN,"30""x15""",  30.00 ,  15.00 ,  3.13 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W4-4BP,ONCOMING TRAFFIC DOES NOT STOP PLAQUE SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,,
W4-4P,CROSS TRAFFIC DOES NOT STOP PLAQUE SIGN,"30""x15""",  30.00 ,  15.00 ,  3.13 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w4-4p.svg,SVG
W4-4P,CROSS TRAFFIC DOES NOT STOP PLAQUE SIGN,"36""x18""",  36.00 ,  18.00 ,  4.50 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/SVG/w4-4p.svg,SVG
W4-5,ENTERING ROADWAY MERGE SIGN,"30""x30""",  30.00 ,  30.00 ,  6.25 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-5.png,PA Highways
W4-5,ENTERING ROADWAY MERGE SIGN,"36""x36""",  36.00 ,  36.00 ,  9.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-5.png,PA Highways
W4-5,ENTERING ROADWAY MERGE SIGN,"48""x48""",  48.00 ,  48.00 ,  16.00 ,FINISHED,DIAMOND,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-5.png,PA Highways
W4-5P,NO MERGE AREA PLAQUE SIGN,"18""x24""",  18.00 ,  24.00 ,  3.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-5p.png,PA Highways
W4-5P,NO MERGE AREA PLAQUE SIGN,"24""x30""",  24.00 ,  30.00 ,  5.00 ,FINISHED,RECTANGLE,WARNING SIGNS,DIAMOND GRADE - TYPE XI,,,PRODUCT,GRIMCO,EA,,,,DGXI,https://etc-images.netlify.app/images/PA-images/w4-5p.png,PA Highways
